"OP","OP_DESC","OP_C"
78.98,"INSERT BONE STIM-FOOT                         ",78.98
78.99,"INSERT BONE STIMULAT NEC                      ",78.99
79,"CLOSED FX REDUCTION NOS                       ",79
79.01,"CLOSED FX REDUCT HUMERUS                      ",79.01
79.02,"CL FX REDUC-RADIUS/ULNA                       ",79.02
79.03,"CL FX REDUC-METACAR/CAR                       ",79.03
79.04,"CL FX REDUC-FINGER                            ",79.04
79.05,"CL FX REDUC-FEMUR                             ",79.05
79.06,"CL FX REDUC-TIBIA/FIBULA                      ",79.06
79.07,"CL FX REDUC-METATAR/TAR                       ",79.07
79.08,"CL FX REDUC-TOE                               ",79.08
79.09,"CLOSED FX REDUCTION NEC                       ",79.09
79.1,"CL FX REDUC-INT FIX NOS                       ",79.1
79.11,"CLOS RED-INT FIX HUMERUS                      ",79.11
79.12,"CL RED-INT FIX RAD/ULNA                       ",79.12
79.13,"CL RED-INT FIX METAC/CAR                      ",79.13
79.14,"CLOSE RED-INT FIX FINGER                      ",79.14
79.15,"CLOSED RED-INT FIX FEMUR                      ",79.15
79.16,"CL RED-INT FIX TIB/FIBU                       ",79.16
79.17,"CL RED-INT FIX METAT/TAR                      ",79.17
79.18,"CLOSE RED-INT FIX TOE FX                      ",79.18
79.19,"CL FX REDUC-INT FIX NEC                       ",79.19
79.2,"OPEN FX REDUCTION NOS                         ",79.2
79.21,"OPEN REDUC-HUMERUS FX                         ",79.21
79.22,"OPEN REDUC-RADIUS/ULN FX                      ",79.22
79.23,"OPEN REDUC-METAC/CAR FX                       ",79.23
79.24,"OPEN REDUCTION-FINGER FX                      ",79.24
79.25,"OPEN REDUCTION-FEMUR FX                       ",79.25
79.26,"OPEN REDUC-TIBIA/FIB FX                       ",79.26
79.27,"OPEN REDUC-METAT/TARS FX                      ",79.27
79.28,"OPEN REDUCTION-TOE FX                         ",79.28
79.29,"OPEN FX REDUCTION NEC                         ",79.29
79.3,"OPN FX RED W INT FIX NOS                      ",79.3
79.31,"OPEN RED-INT FIX HUMERUS                      ",79.31
79.32,"OP RED-INT FIX RAD/ULNA                       ",79.32
79.33,"OP RED-INT FIX METAC/CAR                      ",79.33
79.34,"OPEN RED-INT FIX FINGER                       ",79.34
79.35,"OPEN REDUC-INT FIX FEMUR                      ",79.35
79.36,"OP RED-INT FIX TIB/FIBUL                      ",79.36
79.37,"OP RED-INT FIX METAT/TAR                      ",79.37
79.38,"OPEN REDUCT-INT FIX TOE                       ",79.38
79.39,"OPN FX RED W INT FIX NEC                      ",79.39
79.4,"CLS REDUC-SEP EPIPHY NOS                      ",79.4
79.41,"CLOSE RED-HUMERUS EPIPHY                      ",79.41
79.42,"CLS RED-RADIUS/UL EPIPHY                      ",79.42
79.45,"CLOSE REDUC-FEMUR EPIPHY                      ",79.45
79.46,"CLS RED-TIBIA/FIB EPIPHY                      ",79.46
79.49,"CLS REDUC-SEP EPIPHY NEC                      ",79.49
79.5,"OPEN RED-SEP EPIPHY NOS                       ",79.5
79.51,"OPN RED-SEP EPIPHY-HUMER                      ",79.51
79.52,"OP RED-RADIUS/ULN EPIPHY                      ",79.52
79.55,"OPN RED-SEP EPIPHY-FEMUR                      ",79.55
79.56,"OP RED-TIBIA/FIB EPIPHYS                      ",79.56
79.59,"OPEN RED-SEP EPIPHY NEC                       ",79.59
79.6,"OPEN FX SITE DEBRIDE NOS                      ",79.6
79.61,"DEBRID OPEN FX-HUMERUS                        ",79.61
79.62,"DEBRID OPN FX-RADIUS/ULN                      ",79.62
79.63,"DEBRID OPN FX-METAC/CAR                       ",79.63
79.64,"DEBRID OPN FX-FINGER                          ",79.64
79.65,"DEBRID OPN FX-FEMUR                           ",79.65
79.66,"DEBRID OPN FX-TIBIA/FIB                       ",79.66
79.67,"DEBRID OPN FX-METAT/TAR                       ",79.67
79.68,"DEBRID OPN FX-TOE                             ",79.68
79.69,"OPEN FX SITE DEBRIDE NEC                      ",79.69
79.7,"CL REDUC DISLOC NOS                           ",79.7
79.71,"CL REDUC DISLOC-SHOULDER                      ",79.71
79.72,"CL REDUC DISLOC-ELBOW                         ",79.72
79.73,"CL REDUC DISLOC-WRIST                         ",79.73
79.74,"CL REDUC DISLOC-HAND/FNG                      ",79.74
79.75,"CL REDUC DISLOC-HIP                           ",79.75
79.76,"CL REDUC DISLOC-KNEE                          ",79.76
79.77,"CL REDUC DISLOC-ANKLE                         ",79.77
79.78,"CL REDUC DISLOC-FOOT/TOE                      ",79.78
79.79,"CL REDUC DISLOCATION NEC                      ",79.79
79.8,"OPEN REDUC-DISLOCAT NOS                       ",79.8
79.81,"OPN REDUC DISLOC-SHOULDR                      ",79.81
79.82,"OPEN REDUC-ELBOW DISLOC                       ",79.82
79.83,"OPEN REDUC-WRIST DISLOC                       ",79.83
79.84,"OPN REDUC DISLOC-HAND                         ",79.84
79.85,"OPEN REDUC-HIP DISLOCAT                       ",79.85
79.86,"OPEN REDUC-KNEE DISLOCAT                      ",79.86
79.87,"OPEN REDUC-ANKLE DISLOC                       ",79.87
79.88,"OPN REDUC DISLOC-FT/TOE                       ",79.88
79.89,"OPEN REDUC-DISLOCAT NEC                       ",79.89
79.9,"UNSPEC OP BONE INJ NOS                        ",79.9
79.91,"HUMERUS INJURY OP NOS                         ",79.91
79.92,"RADIUS/ULNA INJ OP NOS                        ",79.92
79.93,"METACARP/CARP INJ OP NOS                      ",79.93
79.94,"FINGER INJURY OP NOS                          ",79.94
79.95,"FEMUR INJURY OP NOS                           ",79.95
79.96,"TIBIA/FIBULA INJ OP NOS                       ",79.96
79.97,"METATARS/TARS INJ OP NOS                      ",79.97
79.98,"TOE INJURY OPERATION NOS                      ",79.98
79.99,"UNSPEC OP-BONE INJ NEC                        ",79.99
80,"ARTHROT & PROS REMOV NOS                      ",80
80.01,"ARTHROT/PROS REMOV-SHLDR                      ",80.01
80.02,"ARTHROT/PROS REMOV-ELBOW                      ",80.02
80.03,"ARTHROT/PROS REMOV-WRIST                      ",80.03
80.04,"ARTHROT/PROS REMOV-HAND                       ",80.04
80.05,"ARTHROT/PROS REMOV-HIP                        ",80.05
80.06,"ARTHROT/PROS REMOV-KNEE                       ",80.06
80.07,"ARTHROT/PROS REMOV-ANKLE                      ",80.07
80.08,"ARTHROT/PROS REMOV-FOOT                       ",80.08
80.09,"ARTHROT & PROS REMOV NEC                      ",80.09
80.1,"OTH ARTHROTOMY-NOS                            ",80.1
80.11,"OTH ARTHROTOMY-SHOULDER                       ",80.11
80.12,"OTH ARTHROTOMY-ELBOW                          ",80.12
80.13,"OTH ARTHROTOMY-WRIST                          ",80.13
80.14,"OTH ARTHROTOMY-HAND/FNGR                      ",80.14
80.15,"OTH ARTHROTOMY-HIP                            ",80.15
80.16,"OTH ARTHROTOMY-KNEE                           ",80.16
80.17,"OTH ARTHROTOMY-ANKLE                          ",80.17
80.18,"OTH ARTHROTOMY-FOOT/TOE                       ",80.18
80.19,"OTHER ARTHROTOMY NEC                          ",80.19
80.2,"ARTHROSCOPY NOS                               ",80.2
80.21,"SHOULDER ARTHROSCOPY                          ",80.21
80.22,"ELBOW ARTHROSCOPY                             ",80.22
80.23,"WRIST ARTHROSCOPY                             ",80.23
80.24,"HAND & FINGER ARTHROSCOP                      ",80.24
80.25,"HIP ARTHROSCOPY                               ",80.25
80.26,"KNEE ARTHROSCOPY                              ",80.26
80.27,"ANKLE ARTHROSCOPY                             ",80.27
80.28,"FOOT & TOE ARTHROSCOPY                        ",80.28
80.29,"ARTHROSCOPY NEC                               ",80.29
80.3,"JOINT BIOPSY NOS                              ",80.3
80.31,"SHOULDER JOINT BIOPSY                         ",80.31
80.32,"ELBOW JOINT BIOPSY                            ",80.32
80.33,"WRIST JOINT BIOPSY                            ",80.33
80.34,"HAND/FINGER JOINT BIOPSY                      ",80.34
80.35,"HIP JOINT BIOPSY                              ",80.35
80.36,"KNEE JOINT BIOPSY                             ",80.36
80.37,"ANKLE JOINT BIOPSY                            ",80.37
80.38,"FOOT & TOE JOINT BIOPSY                       ",80.38
80.39,"JOINT BIOPSY NEC                              ",80.39
80.4,"JT STRUCTUR DIVISION NOS                      ",80.4
80.41,"SHOULDER STRUCT DIVISION                      ",80.41
80.42,"ELBOW STRUCTURE DIVISION                      ",80.42
80.43,"WRIST STRUCTURE DIVISION                      ",80.43
80.44,"HAND JOINT STRUCT DIVIS                       ",80.44
80.45,"HIP STRUCTURE DIVISION                        ",80.45
80.46,"KNEE STRUCTURE DIVISION                       ",80.46
80.47,"ANKLE STRUCTURE DIVISION                      ",80.47
80.48,"FOOT JOINT STRUCT DIVIS                       ",80.48
80.49,"JT STRUCTUR DIVISION NEC                      ",80.49
80.5,"IV DISC EXCS/DSTRUCT NOS                      ",80.5
80.51,"IV DISC EXCISION                              ",80.51
80.52,"CHEMONUCLEOLYSIS                              ",80.52
80.59,"IV DISC DESTRUCTION NEC                       ",80.59
80.6,"EXCIS KNEE SEMILUN CARTL                      ",80.6
80.7,"SYNOVECTOMY-SITE NOS                          ",80.7
80.71,"SHOULDER SYNOVECTOMY                          ",80.71
80.72,"ELBOW SYNOVECTOMY                             ",80.72
80.73,"WRIST SYNOVECTOMY                             ",80.73
80.74,"HAND SYNOVECTOMY                              ",80.74
80.75,"HIP SYNOVECTOMY                               ",80.75
80.76,"KNEE SYNOVECTOMY                              ",80.76
80.77,"ANKLE SYNOVECTOMY                             ",80.77
80.78,"FOOT SYNOVECTOMY                              ",80.78
80.79,"SYNOVECTOMY-SITE NEC                          ",80.79
80.8,"DESTRUCT JOINT LES NOS                        ",80.8
80.81,"DESTRUC-SHOULDER LES NEC                      ",80.81
80.82,"DESTRUC-ELBOW LESION NEC                      ",80.82
80.83,"DESTRUC-WRIST LESION NEC                      ",80.83
80.84,"DESTRUC-HAND JT LES NEC                       ",80.84
80.85,"DESTRUCT-HIP LESION NEC                       ",80.85
80.86,"DESTRUCT-KNEE LESION NEC                      ",80.86
80.87,"DESTRUC-ANKLE LESION NEC                      ",80.87
80.88,"DESTRUC-FOOT JT LES NEC                       ",80.88
80.89,"DESTRUCT JOINT LES NEC                        ",80.89
80.9,"EXCISION OF JOINT NOS                         ",80.9
80.91,"EXCISION OF SHOULDER NEC                      ",80.91
80.92,"EXCISION OF ELBOW NEC                         ",80.92
80.93,"EXCISION OF WRIST NEC                         ",80.93
80.94,"EXCISION HAND JOINT NEC                       ",80.94
80.95,"EXCISION OF HIP NEC                           ",80.95
80.96,"EXCISION OF KNEE NEC                          ",80.96
80.97,"EXCISION OF ANKLE NEC                         ",80.97
80.98,"EXCISION FOOT JOINT NEC                       ",80.98
80.99,"EXCISION OF JOINT NEC                         ",80.99
81,"SPINAL FUSION NOS                             ",81
81.01,"ATLAS-AXIS FUSION                             ",81.01
81.02,"ANTERIOR CERV FUSION NEC                      ",81.02
81.03,"POST CERVICAL FUSION NEC                      ",81.03
81.04,"ANTERIOR DOSRSAL FUSION                       ",81.04
81.05,"POSTERIOR DORSAL FUSION                       ",81.05
81.06,"ANTERIOR LUMBAR FUSION                        ",81.06
81.07,"LAT TRNSVR LUMBAR FUSION                      ",81.07
81.08,"POSTERIOR LUMBAR FUSION                       ",81.08
81.09,"REFUSION OF SPINE                             ",81.09
81.11,"ANKLE FUSION                                  ",81.11
81.12,"TRIPLE ARTHRODESIS                            ",81.12
81.13,"SUBTALAR FUSION                               ",81.13
81.14,"MIDTARSAL FUSION                              ",81.14
81.15,"TARSOMETATARSAL FUSION                        ",81.15
81.16,"METATARSOPHALANGEAL FUS                       ",81.16
81.17,"OTHER FUSION OF FOOT                          ",81.17
81.2,"ARTHRODESIS NOS                               ",81.2
81.21,"ARTHRODESIS OF HIP                            ",81.21
81.22,"ARTHRODESIS OF KNEE                           ",81.22
81.23,"ARTHRODESIS OF SHOULDER                       ",81.23
81.24,"ARTHRODESIS OF ELBOW                          ",81.24
81.25,"CARPORADIAL FUSION                            ",81.25
81.26,"METACARPOCARPAL FUSION                        ",81.26
81.27,"METACARPOPHALANGEAL FUS                       ",81.27
81.28,"INTERPHALANGEAL FUSION                        ",81.28
81.29,"ARTHRODESIS NEC                               ",81.29
81.4,"REPAIR OF HIP NEC                             ",81.4
81.42,"FIVE-IN-ONE KNEE REPAIR                       ",81.42
81.43,"TRIAD KNEE REPAIR                             ",81.43
81.44,"PATELLAR STABILIZATION                        ",81.44
81.45,"CRUCIATE LIG REPAIR NEC                       ",81.45
81.46,"COLLATERL LIG REPAIR NEC                      ",81.46
81.47,"OTHER REPAIR OF KNEE                          ",81.47
81.49,"OTHER REPAIR OF ANKLE                         ",81.49
81.51,"TOTAL HIP REPLACEMENT                         ",81.51
81.52,"PARTIAL HIP REPLACEMENT                       ",81.52
81.53,"HIP REPLACEMENT REVISION                      ",81.53
81.54,"TOTAL KNEE REPLACEMENT                        ",81.54
81.55,"KNEE REPLACEMENT REVIS'N                      ",81.55
81.56,"TOTAL ANKLE REPLACEMENT                       ",81.56
81.57,"FOOT/TOE JOINT REPLACEMT                      ",81.57
81.59,"REVIS JT REPLACE-LEG NEC                      ",81.59
81.71,"METCARPPH/INTERPH IMPLNT                      ",81.71
81.72,"METCARPPH/INTERPH ARTHPL                      ",81.72
81.73,"TOTAL WRIST REPLACEMENT                       ",81.73
81.74,"CARPAL/CARPOMETAC IMPLNT                      ",81.74
81.75,"CARPAL/CARPOMETAC ARTHPL                      ",81.75
81.79,"HAND/FINGER/WRIST RX NEC                      ",81.79
81.8,"TOTAL SHOULDER REPLACEMN                      ",81.8
81.81,"PART SHOULDER REPLACEMEN                      ",81.81
81.82,"REP RECUR SHLDER DISLOC                       ",81.82
81.83,"SHOULDER ARTHROPLAST NEC                      ",81.83
81.84,"TOTAL ELBOW REPLACEMENT                       ",81.84
81.85,"ELBOW ARTHROPLASTY NEC                        ",81.85
81.91,"ARTHROCENTESIS                                ",81.91
81.92,"INJECTION INTO JOINT                          ",81.92
81.93,"SUTUR CAPSUL/LIGAMEN ARM                      ",81.93
81.94,"SUTURE CAPSUL/LIG ANK/FT                      ",81.94
81.95,"SUTUR CAPSUL/LIG LEG NEC                      ",81.95
81.96,"OTHER REPAIR OF JOINT                         ",81.96
81.97,"REVISE JT REPLACEMNT-ARM                      ",81.97
81.98,"OTHER JOINT DX PROCEDURE                      ",81.98
81.99,"JOINT STRUCTURE OP NEC                        ",81.99
82.01,"EXPLOR TEND SHEATH-HAND                       ",82.01
82.02,"MYOTOMY OF HAND                               ",82.02
82.03,"BURSOTOMY OF HAND                             ",82.03
82.04,"I & D PALMAR/THENAR SPAC                      ",82.04
82.09,"INC SOFT TISSUE HAND NEC                      ",82.09
82.11,"TENOTOMY OF HAND                              ",82.11
82.12,"FASCIOTOMY OF HAND                            ",82.12
82.19,"DIV SOFT TISSUE HAND NEC                      ",82.19
82.21,"EXC LES TEND SHEATH HAND                      ",82.21
82.22,"EXCISION HAND MUSCLE LES                      ",82.22
82.29,"EXC LES SFT TISS HND NEC                      ",82.29
82.31,"BURSECTOMY OF HAND                            ",82.31
82.32,"EXCIS HAND TEND FOR GRFT                      ",82.32
82.33,"HAND TENONECTOMY NEC                          ",82.33
82.34,"EXC HND MUS/FAS FOR GRFT                      ",82.34
82.35,"HAND FASCIECTOMY NEC                          ",82.35
82.36,"OTHER MYECTOMY OF HAND                        ",82.36
82.39,"HAND SOFT TISSUE EXC NEC                      ",82.39
82.41,"SUTURE TENDN SHEATH HAND                      ",82.41
82.42,"DELAY SUT FLEX TEND HAND                      ",82.42
82.43,"DELAY SUT HAND TEND NEC                       ",82.43
82.44,"SUTUR FLEX TEND HAND NEC                      ",82.44
82.45,"SUTURE HAND TENDON NEC                        ",82.45
82.46,"SUTURE HAND MUSCLE/FASC                       ",82.46
