"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
661,"UTER DYSTOCIA NOS-DELIV                    ",661.41,66141
661,"UTER DYSTOCIA NOS-ANTEPA                   ",661.43,66143
661,"ABNORMAL LABOR NOS-UNSP                    ",661.9,66190
661,"ABNORMAL LABOR NOS-DELIV                   ",661.91,66191
661,"ABNORM LABOR NOS-ANTEPAR                   ",661.93,66193
662,"PROLONGED 1ST STAGE-UNSP                   ",662,66200
662,"PROLONG 1ST STAGE-DELIV                    ",662.01,66201
662,"PROLONG 1ST STAGE-ANTEPA                   ",662.03,66203
662,"PROLONGED LABOR NOS-UNSP                   ",662.1,66210
662,"PROLONG LABOR NOS-DELIV                    ",662.11,66211
662,"PROLONG LABOR NOS-ANTEPA                   ",662.13,66213
662,"PROLONGED 2ND STAGE-UNSP                   ",662.2,66220
662,"PROLONG 2ND STAGE-DELIV                    ",662.21,66221
662,"PROLONG 2ND STAGE-ANTEPA                   ",662.23,66223
662,"DELAY DEL 2ND TWIN-UNSP                    ",662.3,66230
662,"DELAY DEL 2ND TWIN-DELIV                   ",662.31,66231
662,"DELAY DEL 2 TWIN-ANTEPAR                   ",662.33,66233
663,"CORD PROLAPSE-UNSPEC                       ",663,66300
663,"CORD PROLAPSE-DELIVERED                    ",663.01,66301
663,"CORD PROLAPSE-ANTEPARTUM                   ",663.03,66303
663,"CORD AROUND NECK-UNSPEC                    ",663.1,66310
663,"CORD AROUND NECK-DELIVER                   ",663.11,66311
663,"CORD AROUND NECK-ANTEPAR                   ",663.13,66313
663,"CORD COMPRESS NEC-UNSPEC                   ",663.2,66320
663,"CORD COMPRESS NEC-DELIV                    ",663.21,66321
663,"CORD COMPRES NEC-ANTEPAR                   ",663.23,66323
663,"CORD ENTANGLE NEC-UNSPEC                   ",663.3,66330
663,"CORD ENTANGLE NEC-DELIV                    ",663.31,66331
663,"CORD ENTANGL NEC-ANTEPAR                   ",663.33,66333
663,"SHORT CORD-UNSPECIFIED                     ",663.4,66340
663,"SHORT CORD-DELIVERED                       ",663.41,66341
663,"SHORT CORD-ANTEPARTUM                      ",663.43,66343
663,"VASA PREVIA-UNSPECIFIED                    ",663.5,66350
663,"VASA PREVIA-DELIVERED                      ",663.51,66351
663,"VASA PREVIA-ANTEPARTUM                     ",663.53,66353
663,"VASC LESION CORD-UNSPEC                    ",663.6,66360
663,"VASC LESION CORD-DELIVER                   ",663.61,66361
663,"VASC LESION CORD-ANTEPAR                   ",663.63,66363
663,"CORD COMPLICAT NEC-UNSP                    ",663.8,66380
663,"CORD COMPLICAT NEC-DELIV                   ",663.81,66381
663,"CORD COMPL NEC-ANTEPART                    ",663.83,66383
663,"CORD COMPLICAT NOS-UNSP                    ",663.9,66390
663,"CORD COMPLICAT NOS-DELIV                   ",663.91,66391
663,"CORD COMPL NOS-ANTEPART                    ",663.93,66393
664,"DEL W 1 DEG LACERAT-UNSP                   ",664,66400
664,"DEL W 1 DEG LACERAT-DEL                    ",664.01,66401
664,"DEL W 1 DEG LAC-POSTPART                   ",664.04,66404
664,"DEL W 2 DEG LACERAT-UNSP                   ",664.1,66410
664,"DEL W 2 DEG LACERAT-DEL                    ",664.11,66411
664,"DEL W 2 DEG LAC-POSTPART                   ",664.14,66414
664,"DEL W 3 DEG LACERAT-UNSP                   ",664.2,66420
664,"DEL W 3 DEG LACERAT-DEL                    ",664.21,66421
664,"DEL W 3 DEG LAC-POSTPART                   ",664.24,66424
664,"DEL W 4 DEG LACERAT-UNSP                   ",664.3,66430
664,"DEL W 4 DEG LACERAT-DEL                    ",664.31,66431
664,"DEL W 4 DEG LAC-POSTPART                   ",664.34,66434
664,"OB PERINEAL LAC NOS-UNSP                   ",664.4,66440
664,"OB PERINEAL LAC NOS-DEL                    ",664.41,66441
664,"PERINEAL LAC NOS-POSTPAR                   ",664.44,66444
664,"OB PERINEAL HEMATOM-UNSP                   ",664.5,66450
664,"OB PERINEAL HEMATOMA-DEL                   ",664.51,66451
664,"PERIN HEMATOMA-POSTPART                    ",664.54,66454
664,"OB PERIN TRAUM NEC-UNSP                    ",664.8,66480
664,"OB PERINEAL TRAU NEC-DEL                   ",664.81,66481
664,"PERIN TRAUM NEC-POSTPART                   ",664.84,66484
664,"OB PERIN TRAUM NOS-UNSP                    ",664.9,66490
664,"OB PERINEAL TRAU NOS-DEL                   ",664.91,66491
664,"PERIN TRAUM NOS-POSTPART                   ",664.94,66494
665,"PRELABOR RUPT UTER-UNSP                    ",665,66500
665,"PRELABOR RUPT UTERUS-DEL                   ",665.01,66501
665,"PRELAB RUPT UTER-ANTEPAR                   ",665.03,66503
665,"RUPTURE UTERUS NOS-UNSP                    ",665.1,66510
665,"RUPTURE UTERUS NOS-DELIV                   ",665.11,66511
665,"INVERSION OF UTERUS-UNSP                   ",665.2,66520
665,"INVERS UTERUS-DEL W P/P                    ",665.22,66522
665,"INVERS UTERUS-POSTPART                     ",665.24,66524
665,"LACERAT OF CERVIX-UNSPEC                   ",665.3,66530
665,"LACERAT OF CERVIX-DELIV                    ",665.31,66531
665,"LACER OF CERVIX-POSTPART                   ",665.34,66534
665,"HIGH VAGINAL LACER-UNSP                    ",665.4,66540
665,"HIGH VAGINAL LACER-DELIV                   ",665.41,66541
665,"HIGH VAGINAL LAC-POSTPAR                   ",665.44,66544
665,"OB INJ PELV ORG NEC-UNSP                   ",665.5,66550
665,"OB INJ PELV ORG NEC-DEL                    ",665.51,66551
665,"INJ PELV ORG NEC-POSTPAR                   ",665.54,66554
665,"DAMAGE TO PELVIC JT-UNSP                   ",665.6,66560
665,"DAMAGE TO PELVIC JT-DEL                    ",665.61,66561
665,"DAMAGE PELVIC JT-POSTPAR                   ",665.64,66564
665,"OB PELVIC HEMATOMA-UNSP                    ",665.7,66570
665,"OB PELVIC HEMATOMA-DELIV                   ",665.71,66571
665,"PELVIC HEMATOM-DEL W PP                    ",665.72,66572
665,"PELVIC HEMATOMA-POSTPART                   ",665.74,66574
665,"OB TRAUMA NEC-UNSPEC                       ",665.8,66580
665,"OB TRAUMA NEC-DELIVERED                    ",665.81,66581
665,"OB TRAUMA NEC-DEL W P/P                    ",665.82,66582
665,"OB TRAUMA NEC-ANTEPARTUM                   ",665.83,66583
665,"OB TRAUMA NEC-POSTPARTUM                   ",665.84,66584
665,"OB TRAUMA NOS-UNSPEC                       ",665.9,66590
665,"OB TRAUMA NOS-DELIVERED                    ",665.91,66591
665,"OB TRAUMA NOS-DEL W P/P                    ",665.92,66592
665,"OB TRAUMA NOS-ANTEPARTUM                   ",665.93,66593
665,"OB TRAUMA NOS-POSTPARTUM                   ",665.94,66594
666,"THIRD-STAGE HEM-UNSPEC                     ",666,66600
666,"THRD-STAGE HEM-DEL W P/P                   ",666.02,66602
666,"THIRD-STAGE HEM-POSTPART                   ",666.04,66604
666,"POSTPARTUM HEM NEC-UNSP                    ",666.1,66610
666,"POSTPA HEM NEC-DEL W P/P                   ",666.12,66612
666,"POSTPART HEM NEC-POSTPAR                   ",666.14,66614
666,"DELAY P/PART HEM-UNSPEC                    ",666.2,66620
666,"DELAY P/P HEM-DEL W P/P                    ",666.22,66622
666,"DELAY P/PART HEM-POSTPAR                   ",666.24,66624
666,"POSTPART COAGUL DEF-UNSP                   ",666.3,66630
666,"P/P COAG DEF-DEL W P/P                     ",666.32,66632
666,"POSTPART COAG DEF-POSTPA                   ",666.34,66634
667,"RETAIN PLACENTA NOS-UNSP                   ",667,66700
667,"RETND PLAC NOS-DEL W P/P                   ",667.02,66702
667,"RETAIN PLAC NOS-POSTPART                   ",667.04,66704
667,"RETAIN PROD CONCEPT-UNSP                   ",667.1,66710
667,"RET PROD CONC-DEL W P/P                    ",667.12,66712
667,"RET PROD CONCEPT-POSTPAR                   ",667.14,66714
668,"PULM COMPL IN DEL-UNSPEC                   ",668,66800
668,"PULM COMPL IN DEL-DELIV                    ",668.01,66801
668,"PULM COMPLIC-DEL W P/P                     ",668.02,66802
668,"PULM COMPLICAT-ANTEPART                    ",668.03,66803
668,"PULM COMPLICAT-POSTPART                    ",668.04,66804
668,"HEART COMPL IN DEL-UNSP                    ",668.1,66810
668,"HEART COMPL IN DEL-DELIV                   ",668.11,66811
668,"HEART COMPL-DEL W P/P                      ",668.12,66812
668,"HEART COMPLIC-ANTEPART                     ",668.13,66813
668,"HEART COMPLIC-POSTPART                     ",668.14,66814
668,"CNS COMPL LABOR/DEL-UNSP                   ",668.2,66820
668,"CNS COMPL LAB/DEL-DELIV                    ",668.21,66821
668,"CNS COMPLIC-DEL W P/P                      ",668.22,66822
668,"CNS COMPL IN DEL-ANTEPAR                   ",668.23,66823
668,"CNS COMPL IN DEL-POSTPAR                   ",668.24,66824
668,"ANESTH COMP DEL NEC-UNSP                   ",668.8,66880
668,"ANESTH COMPL NEC-DELIVER                   ",668.81,66881
668,"ANESTH COMPL NEC-DEL P/P                   ",668.82,66882
668,"ANESTH COMPL ANTEPARTUM                    ",668.83,66883
668,"ANESTH COMPL-POSTPARTUM                    ",668.84,66884
668,"ANESTH COMP DEL NOS-UNSP                   ",668.9,66890
668,"ANESTH COMPL NOS-DELIVER                   ",668.91,66891
668,"ANESTH COMPL NOS-DEL P/P                   ",668.92,66892
668,"ANESTH COMPL-ANTEPARTUM                    ",668.93,66893
668,"ANESTH COMPL-POSTPARTUM                    ",668.94,66894
669,"MATERNAL DISTRESS-UNSPEC                   ",669,66900
669,"MATERNAL DISTRESS-DELIV                    ",669.01,66901
669,"MATERN DISTRES-DEL W P/P                   ",669.02,66902
669,"MATERN DISTRESS-ANTEPAR                    ",669.03,66903
669,"MATERN DISTRESS-POSTPART                   ",669.04,66904
669,"OBSTETRIC SHOCK-UNSPEC                     ",669.1,66910
669,"OBSTETRIC SHOCK-DELIVER                    ",669.11,66911
669,"OBSTET SHOCK-DELIV W P/P                   ",669.12,66912
669,"OBSTETRIC SHOCK-ANTEPAR                    ",669.13,66913
669,"OBSTETRIC SHOCK-POSTPART                   ",669.14,66914
669,"MATERN HYPOTENS SYN-UNSP                   ",669.2,66920
669,"MATERN HYPOTEN SYN-DELIV                   ",669.21,66921
669,"MATERN HYPOTEN-DEL W P/P                   ",669.22,66922
669,"MATERN HYPOTENS-ANTEPAR                    ",669.23,66923
669,"MATERN HYPOTENS-POSTPART                   ",669.24,66924
669,"AC REN FAIL W DELIV-UNSP                   ",669.3,66930
669,"AC REN FAIL-DELIV W P/P                    ",669.32,66932
669,"AC RENAL FAILURE-POSTPAR                   ",669.34,66934
669,"OTH OB SURG COMPL-UNSPEC                   ",669.4,66940
669,"OTH OB COMPL-DELIVERED                     ",669.41,66941
669,"OTH OB COMPL-DELIV W P/P                   ",669.42,66942
669,"OTH OB SURG COMPL-POSTPA                   ",669.44,66944
669,"FORCEP DELIV NOS-UNSPEC                    ",669.5,66950
669,"FORCEP DELIV NOS-DELIVER                   ",669.51,66951
669,"BREECH EXTR NOS-UNSPEC                     ",669.6,66960
669,"BREECH EXTR NOS-DELIVER                    ",669.61,66961
669,"CESAREAN DELIV NOS-UNSP                    ",669.7,66970
669,"CESAREAN DELIVERY NOS                      ",669.71,66971
669,"COMPL LAB/DELIV NEC-UNSP                   ",669.8,66980
669,"COMP LAB/DELIV NEC-DELIV                   ",669.81,66981
669,"COMPL DEL NEC-DEL W P/P                    ",669.82,66982
669,"COMPL DELIV NEC-ANTEPAR                    ",669.83,66983
669,"COMPL DELIV NEC-POSTPART                   ",669.84,66984
669,"COMPL LAB/DELIV NOS-UNSP                   ",669.9,66990
669,"COMP LAB/DELIV NOS-DELIV                   ",669.91,66991
669,"COMPL DEL NOS-DEL W P/P                    ",669.92,66992
669,"COMPL DELIV NOS-ANTEPAR                    ",669.93,66993
669,"COMPL DELIV NOS-POSTPART                   ",669.94,66994
670,"MAJOR PUERP INFECT-UNSP                    ",670,67000
670,"MAJOR PUERP INF-DEL P/P                    ",670.02,67002
670,"MAJOR PUERP INF-POSTPART                   ",670.04,67004
671,"VARIC VEIN LEG PREG-UNSP                   ",671,67100
671,"VARICOSE VEIN LEG-DELIV                    ",671.01,67101
671,"VARIC VEIN LEG-DEL W P/P                   ",671.02,67102
671,"VARIC VEIN LEG-ANTEPART                    ",671.03,67103
671,"VARIC VEIN LEG-POSTPART                    ",671.04,67104
671,"VARIC VULVA PREG-UNSPEC                    ",671.1,67110
671,"VARICOSE VULVA-DELIVERED                   ",671.11,67111
671,"VARICOSE VULVA-DEL W P/P                   ",671.12,67112
671,"VARICOSE VULVA-ANTEPART                    ",671.13,67113
671,"VARICOSE VULVA-POSTPART                    ",671.14,67114
671,"THROMBOPHLEB PREG-UNSPEC                   ",671.2,67120
671,"THROMBOPHLEBITIS-DELIVER                   ",671.21,67121
671,"THROMBOPHLEB-DELIV W P/P                   ",671.22,67122
671,"THROMBOPHLEBIT-ANTEPART                    ",671.23,67123
671,"THROMBOPHLEBIT-POSTPART                    ",671.24,67124
671,"DEEP THROMB ANTEPAR-UNSP                   ",671.3,67130
671,"DEEP THROM ANTEPAR-DELIV                   ",671.31,67131
671,"DEEP VEIN THROMB-ANTEPAR                   ",671.33,67133
671,"DEEP THROMB POSTPAR-UNSP                   ",671.4,67140
671,"THROMB POSTPAR-DEL W P/P                   ",671.42,67142
671,"DEEP VEIN THROMB-POSTPAR                   ",671.44,67144
671,"THROMBOSIS NEC PREG-UNSP                   ",671.5,67150
671,"THROMBOSIS NEC-DELIVERED                   ",671.51,67151
671,"THROMB NEC-DELIV W P/P                     ",671.52,67152
671,"THROMBOSIS NEC-ANTEPART                    ",671.53,67153
671,"THROMBOSIS NEC-POSTPART                    ",671.54,67154
671,"VEN COMPL PREG NEC-UNSP                    ",671.8,67180
671,"VENOUS COMPL NEC-DELIVER                   ",671.81,67181
671,"VEN COMP NEC-DELIV W P/P                   ",671.82,67182
671,"VENOUS COMPL NEC-ANTEPAR                   ",671.83,67183
671,"VENOUS COMPL NEC-POSTPAR                   ",671.84,67184
671,"VEN COMPL PREG NOS-UNSP                    ",671.9,67190
671,"VENOUS COMPL NOS-DELIVER                   ",671.91,67191
671,"VEN COMP NOS-DELIV W P/P                   ",671.92,67192
671,"VENOUS COMPL NOS-ANTEPAR                   ",671.93,67193
671,"VENOUS COMPL NOS-POSTPAR                   ",671.94,67194
672,"PUERPERAL PYREXIA-UNSPEC                   ",672,67200
672,"PUERP PYREXIA-DEL W P/P                    ",672.02,67202
672,"PUERP PYREXIA-POSTPARTUM                   ",672.04,67204
673,"OB AIR EMBOLISM-UNSPEC                     ",673,67300
673,"OB AIR EMBOLISM-DELIVER                    ",673.01,67301
673,"OB AIR EMBOL-DELIV W P/P                   ",673.02,67302
673,"OB AIR EMBOLISM-ANTEPART                   ",673.03,67303
673,"OB AIR EMBOLISM-POSTPART                   ",673.04,67304
673,"AMNIOTIC EMBOLISM-UNSPEC                   ",673.1,67310
673,"AMNIOTIC EMBOLISM-DELIV                    ",673.11,67311
673,"AMNIOT EMBOL-DELIV W P/P                   ",673.12,67312
673,"AMNIOTIC EMBOL-ANTEPART                    ",673.13,67313
673,"AMNIOTIC EMBOL-POSTPART                    ",673.14,67314
673,"OB PULM EMBOL NOS-UNSPEC                   ",673.2,67320
673,"PULM EMBOL NOS-DELIVERED                   ",673.21,67321
673,"PULM EMBOL NOS-DEL W P/P                   ",673.22,67322
673,"PULM EMBOL NOS-ANTEPART                    ",673.23,67323
673,"PULM EMBOL NOS-POSTPART                    ",673.24,67324
673,"OB PYEMIC EMBOL-UNSPEC                     ",673.3,67330
673,"OB PYEMIC EMBOL-DELIVER                    ",673.31,67331
673,"OB PYEM EMBOL-DEL W P/P                    ",673.32,67332
673,"OB PYEMIC EMBOL-ANTEPART                   ",673.33,67333
673,"OB PYEMIC EMBOL-POSTPART                   ",673.34,67334
673,"OB PULMON EMBOL NEC-UNSP                   ",673.8,67380
673,"PULMON EMBOL NEC-DELIVER                   ",673.81,67381
673,"PULM EMBOL NEC-DEL W P/P                   ",673.82,67382
673,"PULMON EMBOL NEC-ANTEPAR                   ",673.83,67383
673,"PULMON EMBOL NEC-POSTPAR                   ",673.84,67384
674,"PUERP CEREBVASC DIS-UNSP                   ",674,67400
674,"PUERP CEREBVAS DIS-DELIV                   ",674.01,67401
674,"CEREBVAS DIS-DELIV W P/P                   ",674.02,67402
674,"CEREBROVASC DIS-ANTEPART                   ",674.03,67403
674,"CEREBROVASC DIS-POSTPART                   ",674.04,67404
674,"DISRUPT C-SECT WND-UNSP                    ",674.1,67410
674,"DISRUPT C-SECT-DEL W P/P                   ",674.12,67412
674,"DISRUPT C-SECT-POSTPART                    ",674.14,67414
674,"DISRUPT PERINEUM-UNSPEC                    ",674.2,67420
674,"DISRUPT PERIN-DEL W P/P                    ",674.22,67422
674,"DISRUPT PERINEUM-POSTPAR                   ",674.24,67424
674,"OB SURG COMPL NEC-UNSPEC                   ",674.3,67430
674,"OB SURG COMPL-DEL W P/P                    ",674.32,67432
674,"OB SURG COMP NEC-POSTPAR                   ",674.34,67434
674,"PLACENTAL POLYP-UNSPEC                     ",674.4,67440
674,"PLACENT POLYP-DEL W P/P                    ",674.42,67442
674,"PLACENTAL POLYP-POSTPART                   ",674.44,67444
674,"PUERP COMPL NEC-UNSPEC                     ",674.8,67480
674,"PUERP COMP NEC-DEL W P/P                   ",674.82,67482
674,"PUERP COMPL NEC-POSTPART                   ",674.84,67484
674,"PUERP COMPL NOS-UNSPEC                     ",674.9,67490
674,"PUERP COMP NOS-DEL W P/P                   ",674.92,67492
674,"PUERP COMPL NOS-POSTPART                   ",674.94,67494
675,"INFECT NIPPLE PREG-UNSP                    ",675,67500
675,"INFECT NIPPLE-DELIVERED                    ",675.01,67501
675,"INFECT NIPPLE-DEL W P/P                    ",675.02,67502
675,"INFECT NIPPLE-ANTEPARTUM                   ",675.03,67503
675,"INFECT NIPPLE-POSTPARTUM                   ",675.04,67504
675,"BREAST ABSCESS PREG-UNSP                   ",675.1,67510
675,"BREAST ABSCESS-DELIVERED                   ",675.11,67511
675,"BREAST ABSCESS-DEL W P/P                   ",675.12,67512
675,"BREAST ABSCESS-ANTEPART                    ",675.13,67513
675,"BREAST ABSCESS-POSTPART                    ",675.14,67514
675,"MASTITIS IN PREG-UNSPEC                    ",675.2,67520
